10135	10397
10135	11042
10135	11057
10135	11193
10135	11433
10136	11298
10140	10279
10140	10397
10140	10821
10140	11042
10140	11193
10140	11259
10140	11292
10140	11298
10140	11540
10140	11618
10140	12191
10140	12266
10140	12889
10140	12892
10140	12896
10140	13158
10140	13198
10140	13204
10140	13232
10140	13487
10140	13796
10140	13930
10140	14057
10140	14107
10140	14679
10140	14747
10140	14771
10140	14869
10140	15016
10140	15304
10140	15376
10146	10397
10154	11618
10155	11298
10157	10930
10157	14771
10157	14893
10158	11193
10165	10245
10170	10299
10185	10397
10185	12266
10208	10397
10245	10299
10257	10397
10257	10821
10257	11042
10257	11057
10257	11193
10257	11278
10257	11433
10257	11618
10257	12264
10257	12889
10257	13204
10257	13232
10257	13930
10257	14100
10257	15304
10279	11259
10279	11298
10279	12266
10279	12889
10299	10397
10299	10551
10299	10926
10299	11292
10299	11298
10299	11336
10299	11630
10299	12266
10299	12523
10299	12889
10299	12892
10299	13487
10299	13873
10299	13930
10299	13970
10299	14057
10299	14107
10299	14709
10299	14747
10299	14771
10299	14869
10329	10397
10397	10408
10397	10423
10397	10431
10397	10434
10397	10529
10397	10599
10397	10685
10397	10693
10397	10713
10397	10721
10397	10731
10397	10781
10397	10792
10397	10800
10397	10821
10397	10868
10397	10874
10397	10980
10397	10990
10397	10994
10397	11042
10397	11057
10397	11066
10397	11109
10397	11140
10397	11146
10397	11150
10397	11193
10397	11252
10397	11267
10397	11278
10397	11292
10397	11298
10397	11308
10397	11423
10397	11433
10397	11540
10397	11612
10397	11618
10397	11624
10397	11641
10397	11697
10397	11699
10397	11721
10397	11823
10397	11953
10397	11973
10397	11986
10397	11995
10397	11996
10397	12007
10397	12149
10397	12173
10397	12191
10397	12197
10397	12217
10397	12264
10397	12266
10397	12278
10397	12323
10397	12339
10397	12390
10397	12391
10397	12441
10397	12448
10397	12451
10397	12478
10397	12889
10397	12892
10397	12945
10397	12951
10397	12953
10397	12992
10397	13121
10397	13139
10397	13198
10397	13203
10397	13204
10397	13230
10397	13232
10397	13241
10397	13244
10397	13277
10397	13296
10397	13303
10397	13342
10397	13360
10397	13367
10397	13377
10397	13422
10397	13487
10397	13495
10397	13577
10397	13796
10397	13851
10397	13871
10397	13891
10397	13930
10397	13931
10397	14027
10397	14057
10397	14078
10397	14098
10397	14100
10397	14107
10397	14108
10397	14122
10397	14193
10397	14307
10397	14321
10397	14492
10397	14524
10397	14570
10397	14574
10397	14576
10397	14635
10397	14679
10397	14683
10397	14685
10397	14696
10397	14730
10397	14747
10397	14771
10397	14814
10397	14831
10397	14843
10397	14869
10397	14893
10397	14908
10397	14986
10397	15016
10397	15024
10397	15027
10397	15096
10397	15249
10397	15295
10397	15304
10397	15323
10397	15370
10397	15374
10397	15376
10397	15412
10397	15607
10397	15624
10397	15919
10408	11193
10423	10693
10423	10821
10423	11042
10423	11193
10423	11259
10423	11292
10423	11298
10423	11433
10423	11540
10423	11618
10423	12191
10423	12206
10423	12266
10423	12889
10423	12892
10423	12896
10423	13158
10423	13204
10423	13232
10423	13244
10423	13487
10423	13930
10423	14107
10423	14492
10423	14679
10423	14771
10423	14831
10423	14869
10423	15304
10431	11193
10431	11618
10431	12266
10434	11193
10469	11193
10469	11433
10469	13487
10469	13930
10529	10693
10529	10821
10529	11042
10529	11057
10529	11193
10529	11278
10529	11298
10529	11433
10529	11618
10529	11697
10529	12264
10529	12266
10529	12889
10529	13204
10529	13232
10529	13303
10529	13487
10529	13930
10529	14027
10529	14100
10529	14107
10529	14492
10529	14635
10529	14843
10529	15304
10561	12266
10561	12892
10561	14771
10561	14869
10577	11193
10581	10721
10581	11193
10581	11618
10581	12953
10599	10693
10599	10821
10599	11057
10599	11193
10599	11278
10599	11292
10599	11298
10599	11433
10599	11618
10599	12191
10599	12266
10599	12451
10599	12889
10599	12953
10599	13204
10599	13232
10599	13244
10599	13495
10599	14107
10599	14730
10599	15016
10599	15304
10620	11292
10620	13487
10620	14869
10627	11292
10627	13487
10685	13204
10685	13930
10693	10821
10693	11042
10693	11057
10693	11066
10693	11109
10693	11193
10693	11278
10693	11292
10693	11298
10693	11433
10693	11618
10693	11697
10693	12191
10693	12264
10693	12266
10693	12391
10693	12451
10693	12478
10693	12889
10693	12892
10693	12953
10693	13198
10693	13204
10693	13232
10693	13244
10693	13296
10693	13303
10693	13487
10693	13495
10693	13796
10693	13891
10693	13930
10693	14100
10693	14107
10693	14307
10693	14492
10693	14679
10693	14683
10693	14747
10693	15304
10713	11292
10713	11884
10713	12266
10713	12889
10713	13487
10713	13796
10713	13930
10713	14057
10713	14107
10713	14570
10713	14747
10713	14771
10713	14869
10721	10785
10721	10821
10721	10874
10721	11042
10721	11057
10721	11066
10721	11193
10721	11278
10721	11292
10721	11298
10721	11433
10721	11618
10721	11697
10721	11995
10721	12264
10721	12266
10721	12451
10721	12478
10721	12889
10721	12892
10721	12953
10721	12954
10721	13204
10721	13232
10721	13303
10721	13487
10721	13577
10721	13796
10721	13930
10721	13931
10721	14027
10721	14098
10721	14100
10721	14107
10721	14122
10721	14321
10721	14492
10721	14635
10721	14679
10721	14747
10721	14771
10721	14831
10721	14843
10721	14869
10721	15016
10721	15304
10728	12266
10732	11618
10732	12478
10747	12266
10754	11630
10779	14869
10781	11193
10781	11298
10781	12266
10781	13244
10785	11042
10785	11193
10785	11278
10785	11433
10785	11618
10785	12264
10785	12478
10785	13930
10785	14100
10792	10821
10792	11042
10792	11057
10792	11193
10792	11278
10792	11298
10792	11433
10792	11618
10792	12264
10792	12478
10792	12889
10792	12953
10792	13204
10792	13232
10792	13487
10792	13930
10792	14100
10792	14107
10792	15304
10800	11292
10800	11298
10800	12478
10800	12889
10800	13796
10800	14107
10800	14747
10800	14771
10800	14831
10800	14869
10800	14893
10821	11042
10821	11057
10821	11066
10821	11193
10821	11267
10821	11292
10821	11298
10821	11433
10821	11618
10821	11697
10821	12191
10821	12266
10821	12339
10821	12391
10821	12448
10821	12451
10821	12478
10821	12889
10821	12892
10821	12992
10821	13198
10821	13204
10821	13232
10821	13244
10821	13296
10821	13303
10821	13487
10821	13495
10821	13930
10821	13931
10821	14027
10821	14100
10821	14107
10821	14122
10821	14307
10821	14492
10821	14576
10821	14635
10821	14679
10821	14683
10821	14730
10821	14771
10821	14843
10821	14869
10821	14986
10821	15016
10821	15304
10849	11292
10849	13487
10849	14869
10868	11193
10868	11618
10868	12264
10868	12266
10868	12953
10868	13204
10868	15304
10874	11193
10874	11292
10874	11697
10874	12889
10874	12953
10874	13204
10874	13930
10874	15304
10918	14869
10926	15991
10930	14771
10980	11193
10980	11298
10980	13930
10990	11193
10994	11057
10994	11193
10994	11278
10994	11618
10994	12264
10994	12266
10994	12478
10994	12953
10994	14100
11002	14771
11003	11193
11003	11292
11003	11298
11003	13487
11003	13930
11041	12892
11042	11057
11042	11066
11042	11193
11042	11267
11042	11278
11042	11292
11042	11298
11042	11433
11042	11618
11042	11697
11042	11986
11042	11996
11042	12197
11042	12264
11042	12266
11042	12339
11042	12391
11042	12478
11042	12889
11042	12892
11042	12945
11042	12953
11042	13198
11042	13204
11042	13230
11042	13232
11042	13244
11042	13296
11042	13303
11042	13342
11042	13485
11042	13487
11042	13495
11042	13930
11042	13931
11042	14027
11042	14100
11042	14107
11042	14307
11042	14321
11042	14492
11042	14524
11042	14576
11042	14635
11042	14679
11042	14683
11042	14730
11042	14747
11042	14771
11042	14843
11042	15016
11042	15096
11042	15304
11042	15412
11049	11298
11049	12266
11057	11066
11057	11193
11057	11278
11057	11292
11057	11298
11057	11433
11057	11618
11057	11697
11057	11995
11057	12264
11057	12266
11057	12323
11057	12339
11057	12451
11057	12478
11057	12889
11057	12892
11057	12953
11057	13198
11057	13204
11057	13230
11057	13244
11057	13296
11057	13303
11057	13487
11057	13495
11057	13577
11057	13930
11057	13931
11057	14027
11057	14100
11057	14107
11057	14122
11057	14193
11057	14307
11057	14492
11057	14524
11057	14576
11057	14635
11057	14679
11057	14685
11057	14747
11057	14771
11057	14843
11057	15016
11057	15024
11057	15027
11057	15096
11057	15304
11066	11193
11066	11278
11066	11292
11066	11298
11066	11433
11066	11618
11066	12264
11066	12266
11066	12889
11066	12953
11066	13204
11066	13232
11066	13244
11066	13303
11066	13487
11066	13930
11066	14100
11066	14107
11066	15016
11066	15304
11067	11193
11067	11298
11067	13930
11097	11292
11097	14869
11109	11193
11109	11292
11109	11298
11109	12266
11109	12892
11109	13487
11109	13930
11109	14771
11109	14869
11109	11921
11122	11292
11122	14869
11140	11298
11140	12191
11140	12266
11146	11193
11146	12264
11146	12266
11193	11252
11193	11267
11193	11278
11193	11292
11193	11298
11193	11423
11193	11433
11193	11577
11193	11612
11193	11618
11193	11697
11193	11721
11193	11775
11193	11823
11193	11977
11193	11986
11193	11995
11193	11996
11193	12173
11193	12197
11193	12217
11193	12223
11193	12244
11193	12264
11193	12266
11193	12323
11193	12339
11193	12391
11193	12448
11193	12451
11193	12478
11193	12884
11193	12889
11193	12892
11193	12945
11193	12953
11193	12992
11193	13198
11193	13204
11193	13230
11193	13244
11193	13277
11193	13296
11193	13303
11193	13342
11193	13360
11193	13367
11193	13422
11193	13485
11193	13487
11193	13495
11193	13577
11193	13851
11193	13871
11193	13930
11193	13931
11193	14027
11193	14057
11193	14078
11193	14098
11193	14100
11193	14107
11193	14122
11193	14193
11193	14307
11193	14321
11193	14492
11193	14524
11193	14574
11193	14576
11193	14635
11193	14679
11193	14683
11193	14685
11193	14696
11193	14711
11193	14730
11193	14747
11193	14771
11193	14783
11193	14814
11193	14869
11193	14908
11193	14986
11193	15016
11193	15070
11193	15096
11193	15249
11193	15295
11193	15304
11193	15323
11193	15370
11193	15380
11193	15412
11193	15624
11193	15919
11252	11618
11259	11540
11259	12191
11259	12266
11259	12896
11259	12992
11259	13158
11259	13495
11259	13851
11259	14683
11259	15370
11267	11298
11267	11618
11267	12266
11267	13204
11267	13303
11267	13930
11267	15304
11274	13930
11278	11292
11278	11298
11278	11433
11278	11618
11278	11697
11278	12217
11278	12266
11278	12339
11278	12448
11278	12451
11278	12478
11278	12889
11278	12892
11278	12945
11278	12953
11278	13198
11278	13204
11278	13232
11278	13244
11278	13296
11278	13303
11278	13487
11278	13495
11278	13930
11278	13931
11278	14027
11278	14100
11278	14107
11278	14122
11278	14307
11278	14321
11278	14492
11278	14576
11278	14635
11278	14747
11278	14869
11278	15016
11278	15096
